1,Gift Shop,40.775911,-73.980051,5/1/2012 18:08:18,2 days 01:22:53.000000000,7
1,Bar,40.77598623,-73.97952785,5/1/2012 18:15:23,0 days 00:07:05.000000000,7
1,Seafood Restaurant,40.73844549,-73.99356365,7/3/2012 17:12:56,1 days 02:56:20.000000000,17
1,Bar,40.73830504,-73.99300887,7/3/2012 18:12:37,0 days 00:59:41.000000000,17
1,History Museum,40.79262429999999,-73.95218986,7/7/2012 15:48:24,0 days 17:35:35.000000000,19
1,Bar,40.74781156,-73.94023868,7/7/2012 18:22:59,0 days 02:34:35.000000000,19
1,Airport,40.64508936,-73.78452301,8/10/2012 12:40:07,4 days 17:05:00.000000000,20
1,Steakhouse,40.64085611,-73.78920078,8/10/2012 13:05:07,0 days 00:25:00.000000000,20
2,Bridge,40.60233803,-74.06333123,5/14/2012 16:36:29,1 days 00:19:11.000000000,31
2,Arts & Crafts Store,40.62535273,-74.15822722,5/14/2012 16:56:24,0 days 00:19:55.000000000,31
2,Gym / Fitness Center,40.64668884,-73.91399171,5/17/2012 9:08:04,0 days 19:45:32.000000000,32
2,Department Store,40.75061379,-73.98856401,5/17/2012 10:44:02,0 days 01:35:58.000000000,32
2,Department Store,40.77388356,-73.98221954,5/17/2012 12:13:22,0 days 01:29:20.000000000,32
2,Burger Joint,40.77803102,-73.98038874,5/17/2012 12:46:18,0 days 00:32:56.000000000,32
2,Other Great Outdoors,40.86735263,-74.06783451,6/10/2012 15:00:23,1 days 03:37:44.000000000,37
2,Steakhouse,40.91823665,-74.07438558,6/10/2012 16:01:24,0 days 01:01:01.000000000,37
2,Bridge,40.69495631,-74.01334763,11/17/2012 15:45:22,0 days 06:42:33.000000000,46
2,Bridge,40.60679958,-74.04416981,11/17/2012 15:52:43,0 days 00:07:21.000000000,46
2,Department Store,40.7515016,-73.98271885,1/7/2013 11:36:38,2 days 10:01:34.000000000,48
2,Park,40.735282500000004,-73.99040315,1/7/2013 12:41:00,0 days 01:04:22.000000000,48
2,Neighborhood,40.64365659,-73.90067339,1/7/2013 15:13:30,0 days 02:32:30.000000000,48
2,Medical Center,40.63333154,-74.0921,2/2/2013 14:39:14,0 days 20:30:27.000000000,51
2,Coffee Shop,40.63040879,-74.10609944,2/2/2013 15:49:51,0 days 01:10:37.000000000,51
3,Tapas Restaurant,40.72610646,-73.99293427,4/14/2012 20:06:22,1 days 22:20:21.000000000,58
3,Hotel,40.726057,-73.991733,4/14/2012 21:49:26,0 days 01:43:04.000000000,58
3,Pet Store,40.73681963,-73.98463726,7/8/2012 12:51:52,1 days 05:53:43.000000000,69
3,Other Great Outdoors,40.73166539,-73.97783518,7/8/2012 14:19:13,0 days 01:27:21.000000000,69
3,American Restaurant,40.72789473,-73.97905723,7/8/2012 14:48:11,0 days 00:28:58.000000000,69
3,Other Great Outdoors,40.73166539,-73.97783518,7/8/2012 17:16:00,0 days 02:27:49.000000000,69
3,Restaurant,40.73690423,-74.00002736,7/17/2012 18:23:33,0 days 22:18:05.000000000,71
3,American Restaurant,40.736982,-74.002197,7/17/2012 20:47:39,0 days 02:24:06.000000000,71
4,Gym / Fitness Center,40.80986581,-73.95154698,6/6/2012 10:47:53,1 days 00:06:42.000000000,77
4,BBQ Joint,40.77693,-73.977499,6/6/2012 13:38:20,0 days 02:50:27.000000000,77
4,Laundry Service,40.80654265,-73.95387169,6/6/2012 14:47:35,0 days 01:09:15.000000000,77
4,Gym / Fitness Center,40.77920901,-73.95512875,6/8/2012 19:03:05,1 days 00:20:25.000000000,78
4,Post Office,40.81088141,-73.9299688,6/8/2012 19:29:14,0 days 00:26:09.000000000,78
4,Gym / Fitness Center,40.80927,-73.94907117,6/13/2012 12:33:56,0 days 17:36:01.000000000,79
4,Clothing Store,40.8092829,-73.94863673,6/13/2012 12:34:55,0 days 00:00:59.000000000,79
5,Food & Drink Shop,40.72777912,-74.04381752,7/7/2012 18:26:00,0 days 19:06:00.000000000,93
5,Food & Drink Shop,40.72891738,-74.04134989,7/7/2012 18:37:36,0 days 00:11:36.000000000,93
5,Residential Building (Apartment / Condo),40.72931156,-74.04107715,7/7/2012 18:44:11,0 days 00:06:35.000000000,93
5,Building,40.71186956,-74.01181415,7/18/2012 18:42:38,0 days 22:27:05.000000000,98
5,Train Station,40.71267093,-74.01193142,7/18/2012 18:43:03,0 days 00:00:25.000000000,98
5,Mall,40.72696607,-74.03832436,7/18/2012 19:01:21,0 days 00:18:18.000000000,98
5,Train Station,40.71267093,-74.01193142,10/12/2012 20:02:11,1 days 00:03:27.000000000,110
5,Food & Drink Shop,40.7235186,-74.03974056,10/12/2012 20:40:26,0 days 00:38:15.000000000,110
5,Building,40.71173704,-74.01203221,10/24/2012 19:59:20,0 days 23:33:36.000000000,113
5,Mall,40.72696607,-74.03832436,10/24/2012 20:13:41,0 days 00:14:21.000000000,113
5,Indian Restaurant,40.7357483,-74.06581522,11/17/2012 14:38:57,1 days 18:39:42.000000000,116
5,Food & Drink Shop,40.735795,-74.064358,11/17/2012 15:43:27,0 days 01:04:30.000000000,116
6,Bus Station,40.91234505,-73.90275478,11/16/2012 21:04:59,0 days 04:19:21.000000000,121
6,Subway,40.74637912,-73.98189068,11/16/2012 22:05:06,0 days 01:00:07.000000000,121
6,Subway,40.69043337,-73.98528099,11/16/2012 23:02:30,0 days 00:57:24.000000000,121
6,Japanese Restaurant,40.79948534,-73.96830729,11/17/2012 0:58:11,0 days 01:55:41.000000000,121
6,Subway,40.79467579,-73.97176266,11/17/2012 1:01:00,0 days 00:02:49.000000000,121
6,Home (private),40.8331652,-73.94186034,11/17/2012 2:35:32,0 days 01:34:32.000000000,121
6,Subway,40.75716448,-73.91441656,11/17/2012 14:27:31,0 days 11:51:59.000000000,122
6,Subway,40.74914266,-73.93783808,11/17/2012 17:20:38,0 days 02:53:07.000000000,122
6,Home (private),40.8331652,-73.94186034,11/20/2012 14:05:34,0 days 14:41:02.000000000,124
6,Subway,40.70858836,-73.99103165,11/20/2012 17:01:18,0 days 02:55:44.000000000,124
6,Bus Station,40.75909046,-73.83005619,11/20/2012 18:17:15,0 days 01:15:57.000000000,124
6,Train Station,40.76308867,-73.77126217,12/2/2012 18:57:20,0 days 04:07:00.000000000,133
6,Bridge,40.80023122,-73.82881165,12/2/2012 20:10:19,0 days 01:12:59.000000000,133
6,Subway,40.86046649,-73.92554283,12/2/2012 21:19:17,0 days 01:08:58.000000000,133
6,Subway,40.70858836,-73.99103165,12/5/2012 16:55:35,0 days 18:32:26.000000000,136
6,Bus Station,40.77105926,-73.91765456,12/5/2012 17:40:06,0 days 00:44:31.000000000,136
6,Bus Station,40.76607904,-73.88352871,12/5/2012 18:40:25,0 days 01:00:19.000000000,136
6,Bus Station,40.80329186,-73.93282766,12/5/2012 21:04:49,0 days 02:24:24.000000000,136
6,Subway,40.69043337,-73.98528099,12/5/2012 22:59:44,0 days 01:54:55.000000000,136
6,Hot Dog Joint,40.690123299999996,-73.98407902,12/9/2012 16:39:21,0 days 03:37:36.000000000,138
6,Bus Station,40.80799507,-73.96385550000001,12/9/2012 17:38:17,0 days 00:58:56.000000000,138
6,Bus Station,40.7592855,-73.83078575,12/16/2012 11:32:59,1 days 14:20:13.000000000,141
6,Bus Station,40.75909046,-73.83005619,12/16/2012 13:57:14,0 days 02:24:15.000000000,141
6,Subway,40.68805851,-73.98049054,12/17/2012 16:26:54,0 days 19:08:28.000000000,143
6,Subway,40.74637912,-73.98189068,12/17/2012 17:03:28,0 days 00:36:34.000000000,143
6,Bridge,40.75673368,-73.95445704,12/17/2012 17:34:32,0 days 00:31:04.000000000,143
6,Bus Station,40.69908885,-73.8067628,12/17/2012 18:40:38,0 days 01:06:06.000000000,143
6,Office,40.69008723,-73.98177762,12/27/2012 16:00:27,0 days 12:16:16.000000000,149
6,Subway,40.77007682,-73.91798973,12/27/2012 17:41:04,0 days 01:40:37.000000000,149
6,Airport,40.773839,-73.87122,12/27/2012 19:22:08,0 days 01:41:04.000000000,149
6,Bridge,40.78008648,-73.92702341,12/27/2012 19:53:02,0 days 00:30:54.000000000,149
6,Home (private),40.8331652,-73.94186034,12/31/2012 13:38:48,0 days 14:28:33.000000000,151
6,Subway,40.82134415,-73.95403862,12/31/2012 15:09:08,0 days 01:30:20.000000000,151
6,Train Station,40.69902344,-73.81001472,12/31/2012 18:00:38,0 days 02:51:30.000000000,151
6,Subway,40.71245949,-73.78445864,12/31/2012 20:59:35,0 days 02:58:57.000000000,151
6,Subway,40.7679967,-73.98189068,1/31/2013 4:12:34,1 days 00:07:40.000000000,168
6,Home (private),40.8331652,-73.94186034,1/31/2013 6:14:14,0 days 02:01:40.000000000,168
6,Subway,40.75650613,-73.98802757,2/8/2013 0:47:23,0 days 18:46:51.000000000,174
6,Office,40.69008723,-73.98177762,2/8/2013 2:44:59,0 days 01:57:36.000000000,174
6,Subway,40.68991272,-73.98150444,2/8/2013 3:23:35,0 days 00:38:36.000000000,174
